"id","nome","comune","indirizzo","tipologia","stelle","sito","telefono","email","piscina","ac","parcheggio","ristorante","animali","parcogiochi","sauna","palestra","lat","lon","provincia"
3753,"ALLAMICIZIA","ROANA","Via Roana di Sopra 32, ROANA 36010","ALBERGO",1,"","042466014","allamicizia@gmail.com",True,False,False,True,False,False,False,False,"45.876267","11.4632777","Vicenza"
3754,"KAPPA DUE","ROANA","Via A. Campiglio 20, ROANA 36010","ALBERGO",1,"","042466089 - 042466055","ristorantek2@hotmail.it",True,False,False,True,False,False,False,False,"45.8736799","11.4373421","Vicenza"
3758,"DUE MORI","ROANA","Via XIX Maggio 10, ROANA 36010","ALBERGO",2,"","0424692014 - 0424692524","duemoridisco@virgilio.it",True,False,True,True,False,False,False,False,"45.8749201","11.4838955","Vicenza"
3760,"COL DEL SOLE","ROANA","Via Chiesa 52, ROANA 36010","ALBERGO",3,"www.coldelsole.it","0424453018","info@coldelsole.it",True,False,True,True,False,False,False,False,"45.8394533","11.4294217","Vicenza"
3763,"BELMONTE","ROANA","Via Fondi 15, ROANA 36010","ALBERGO",3,"www.albergobelmonte.it","0424694009","info@albergobelmonte.it",True,False,True,True,True,False,False,False,"45.8398637","11.4324854","Vicenza"
3765,"VECCHIA STAZIONE","ROANA","Via Roma 147, ROANA 36010","ALBERGO",3,"www.allavecchiastazione.it","0424692009","info@allavecchiastazione.it",True,False,True,True,False,False,True,True,"45.8626933","11.4722006187256","Vicenza"
3766,"PARADISO (DIPENDENZA)","ROANA","Via XXV Aprile 20, ROANA 36010","ALBERGO",2,"www.hotelparadisocanove.it","0424692037 - 0424692555","",True,False,True,True,True,False,False,False,"45.8647688","11.4750961","Vicenza"
3767,"TOIHOTEL","ROANA","Via Roma 23, ROANA 36010","ALBERGO",2,"www.toihotel.it","0424692020","reception@toihotel.it",True,False,True,True,False,True,False,False,"45.8626933","11.4722006187256","Vicenza"
3768,"ALBERGO TOI","ROANA","Via Trieste 8, ROANA 36010","ALBERGO",1,"","0424692157","info@albergotoi.it",True,False,False,True,False,False,False,False,"45.8801479","11.4869462","Vicenza"
3770,"TINA","ROANA","Via Magnaboschi 63, ROANA 36010","ALBERGO",2,"www.tinalbergo.it","042467045","info@tinalbergo.it",True,False,True,True,False,False,False,False,"45.8341056","11.4594312","Vicenza"
3772,"BELVEDERE","ROANA","Via Armistizio 19, ROANA 36010","ALBERGO",3,"www.belvederealtopiano.it","042467000","info@belvederealtopiano.it",True,False,True,True,True,False,False,False,"45.838686","11.4562718","Vicenza"
3773,"LA PINETA","ROANA","Via Pineta 13, ROANA 36010","ALBERGO",1,"www.lapinetacesuna.it","042467243","info@lapinetacesuna.it",True,False,True,False,False,True,False,False,"45.8370846","11.463107","Vicenza"
3774,"AL SOLE","ROANA","Via Magnaboschi 27, ROANA 36010","ALBERGO",2,"www.telemar.it/alsole","042467023 - 042467016","alsole@telemar.it",True,False,True,True,False,False,False,False,"45.8341056","11.4594312","Vicenza"
3775,"ALLA POSTA","ROANA","Via Maggiore 21, ROANA 36010","ALBERGO",1,"","042466029","hotelpostaroana@yahoo.it",True,False,True,True,False,False,False,False,"45.8759821","11.4562416","Vicenza"
3776,"PARADISO","ROANA","Via Roma 5, ROANA 36010","ALBERGO",2,"www.hotelparadisocanove.it","0424692037","",True,False,True,True,True,False,False,False,"45.8626933","11.4722006187256","Vicenza"
3777,"CASA CIARDI","ROANA","Via Bellocchio 1, ROANA 36010","ALBERGO",1,"www.albergociardi.it","0424692017","info@albergociardi.it",True,False,True,True,False,True,False,False,"45.8662456","11.4764817","Vicenza"
3781,"BAITA LAGHETTO","ROANA","Via Laghetto 69, ROANA 36010","ALBERGO",2,"www.spillek.com","042466062","info@spillek.com",True,False,True,True,False,False,False,False,"45.88981765","11.4607404843876","Vicenza"
3784,"ELSINOR","ROMANO DEZZELINO","Via Meneghetti 5, ROMANO DEZZELINO 36060","ALBERGO",1,"","0424833597","ciakbar@gmail.com",True,True,True,True,True,False,False,False,"45.8018598","11.7578618","Vicenza"
3785,"SAN MARCO","ROSA","Via Mazzini 72, ROSA 36027","ALBERGO",1,"www.albergosanmarco.eu","042485056","info@sanmarco-1953.com",True,True,True,True,False,False,False,False,"45.6396984","8.1510644","Vicenza"
3786,"AL FIORE","ROSA","Via Domiziana 1, ROSA 36027","ALBERGO",2,"","0424565061","cervellindenis@virgilio.it",True,False,True,True,True,False,False,False,"45.7035943","11.7514522","Vicenza"
3787,"HOTEL VIRGINIA","SANDRIGO","Via Monte Grappa 38, SANDRIGO 36066","ALBERGO",2,"","0444659042","info@virginia-hotel.it",True,False,True,True,True,False,False,False,"45.6627328","11.6037062","Vicenza"
3788,"HOTEL IL CANOVA","SANDRIGO","Via Della Repubblica 25, SANDRIGO 36066","ALBERGO",4,"www.hotelilcanova.com","0444751278","info@hotelilcanova.com",True,True,True,True,True,False,True,True,"45.652016","11.5821661","Vicenza"
3789,"SCALDAFERRO","SANDRIGO","Via Scaldaferro 3/5, SANDRIGO 36066","ALBERGO",3,"www.hotelscaldaferro.it","0444462669 - 0444462186","info@osteriascaldaferro.it",True,True,True,True,False,False,False,False,"45.6568991","11.6632128","Vicenza"
3791,"LOCANDA EL PIRON","SAN PIETRO MUSSOLINO","Via Papa Giovanni XXIII 2, SAN PIETRO MUSSOLINO 36070","ALBERGO",1,"","0444687228","giuliana.faggiana@alice.it",True,False,True,True,False,False,False,False,"45.5825616","11.2622875","Vicenza"
3793,"DUCA DESTE","SANTORSO","Via Giuseppe Caselin 4 - 6, SANTORSO 36014","ALBERGO",3,"www.ducadeste.net","0445540210","info@ducadeste.net",True,False,True,False,False,False,False,False,"45.7300448","11.3898055","Vicenza"
3794,"DUE MORI","SAN VITO DI LEGUZZANO","Via San Girolamo 11, SAN VITO DI LEGUZZANO 36030","ALBERGO",2,"www.trattoriaduemori.it","0445511611-0445671635","info@trattoriaduemori.it",True,True,True,True,False,False,False,False,"45.6838621","11.375508","Vicenza"
3795,"HOTEL IL PIRATA","SAN VITO DI LEGUZZANO","Via Schio 74, SAN VITO DI LEGUZZANO 36030","ALBERGO",2,"","0445511315","rpilpirata@hotmail.it",True,False,True,True,False,False,False,False,"45.6837555","11.3997869","Vicenza"
3798,"NORIS","SCHIO","Viale DellIndustria 125, SCHIO 36015","ALBERGO",3,"www.hotelnoris.it","0445575535","info@hotelnoris.it",True,True,True,True,True,False,False,False,"45.7101008","11.3716104","Vicenza"
3808,"SAN GIOVANNI","SOLAGNA","Via Collalto 28, SOLAGNA 36020","ALBERGO",1,"www.collialti.it","0424556008","info@collialti.it",True,False,True,True,False,True,False,False,"45.8161785","11.7234317","Vicenza"
3810,"IL TINELLO COUNTRY HOTEL","SOLAGNA","Via Torre 1, SOLAGNA 36020","ALBERGO",3,"www.iltinello.net","042480467 - 3487272970","info@iltinello.net",True,True,True,True,True,False,False,False,"45.8075931","11.7181917","Vicenza"
3813,"ALBERGO DUE MORI","SOSSANO","Via Roma 10, SOSSANO 36040","ALBERGO",1,"www.albergoristoranteduemori.com","0444781047","ristorante.duemori@tiscali.it",True,True,True,True,True,False,False,False,"45.3573085","11.5081244","Vicenza"
3814,"PARK HOTEL ITALIA","TEZZE SUL BRENTA","Via Villa 89, TEZZE SUL BRENTA 36056","ALBERGO",3,"www.parkhotelitalia.it","0424539444","info@parkhotelitalia.it",True,True,True,True,True,False,False,True,"45.6830461","11.7120348","Vicenza"
3815,"VILLA PIGALLE","TEZZE SUL BRENTA","Via Nazionale 161, TEZZE SUL BRENTA 36056","ALBERGO",4,"www.hotelpigalle.it","0424560412","info@villapigalle.it",True,True,True,True,True,True,False,False,"45.6920704","11.7709971","Vicenza"
3816,"NAZIONALE","TEZZE SUL BRENTA","Via Nazionale 74, TEZZE SUL BRENTA 36056","ALBERGO",1,"","0424560960","hotel@riondatoester.191.it",True,True,True,True,False,False,False,False,"45.6851487","11.7730067","Vicenza"
3817,"CENTRALE","TEZZE SUL BRENTA","Viale Brenta 2, TEZZE SUL BRENTA 36056","ALBERGO",2,"","0424898723","albergoristorantecentrale@gmail.com",True,True,True,True,False,False,False,False,"45.6830891","11.7025194","Vicenza"
3818,"SOLE VECIO","THIENE","VIA TRIESTE 18, THIENE 36016","ALBERGO",2,"www.albergosolevecio.it","0445361661","info@albergosolevecio.it",True,False,False,True,False,False,False,False,"45.7082124","11.483736","Vicenza"
3820,"ARIANE","THIENE","Via Cappuccini 9, THIENE 36016","ALBERGO",3,"www.hotelariane.it","0445362982","info@hotelariane.it",True,True,True,True,False,False,False,False,"45.699846","11.4678763277723","Vicenza"
3822,"BELVEDERE","THIENE","Via Val Posina 71, THIENE 36016","ALBERGO",3,"www.belvederethiene.com","0445361605","info@belvederethiene.com",True,False,True,True,False,False,False,False,"45.71567975","11.4709193674835","Vicenza"
3826,"VICENZA","TONEZZA DEL CIMONE","Via degli Alpini 44, TONEZZA DEL CIMONE 36040","ALBERGO",2,"www.albergovicenza.it","0445749061","info@albergovicenza.it",True,False,True,True,True,False,False,False,"45.863032","11.341068","Vicenza"
3835,"HOTEL PIRAMIDI","TORRI DI QUARTESOLO","Via Brescia 20, TORRI DI QUARTESOLO 36040","ALBERGO",3,"www.hotelpiramidi.com","0444267466","info@hotelpiramidi.com",True,True,True,False,False,False,False,False,"45.5077442","11.6248869","Vicenza"
3836,"LOCANDA MASIERI","TRISSINO","Via Masieri 16, TRISSINO 36070","ALBERGO",3,"www.camasieri.com","0445490122","info@camasieri.com",True,False,True,True,True,True,False,False,"45.5516686","11.3485728","Vicenza"
3838,"AL MUNICIPIO","TRISSINO","Via Roma 5, TRISSINO 36070","ALBERGO",2,"","0445491647","almunicipiotrissino@gmail.com",True,False,False,True,False,False,False,False,"45.5637297","11.3751219","Vicenza"
3839,"LOCANDA BELVEDERE","VALDAGNO","Via Chiesa 6, VALDAGNO 36078","ALBERGO",1,"","0445970070","lorenzi.belvedere@gmail.com",True,False,True,True,False,False,False,False,"45.6139087","11.3021364","Vicenza"
3840,"ALPESTRE","VALDAGNO","Contrada Lago 25, VALDAGNO 36078","ALBERGO",2,"www.alpestre.it","0445970082","info@ristorantealbergoalpestre.it",True,False,True,True,False,False,False,False,"45.6307367","11.2569758","Vicenza"
3845,"LOCANDA BELVEDERE","VALLI DEL PASUBIO","Via Roma 26, VALLI DEL PASUBIO 36030","ALBERGO",3,"","0445590165","locandabelvedere@alice.it",True,True,True,True,False,False,False,False,"45.7416542","11.2596772","Vicenza"
3852,"ACAMPORA","VICENZA","Viale della Pace 32, VICENZA 36100","ALBERGO",2,"www.albergoacampora.it","0444504467","info@albergoacampora.it",True,True,True,True,False,False,False,False,"45.5446724","11.566914","Vicenza"
3853,"CAMPO MARZIO","VICENZA","Viale Roma 21/27, VICENZA 36100","ALBERGO",4,"www.hotelcampomarzio.com","0444545700","info@hotelcampomarzio.com",True,True,True,True,True,False,False,False,"45.6340600545455","11.5474282636364","Vicenza"
3856,"ALFA FIERA HOTEL","VICENZA","Via DellOreficeria 50, VICENZA 36100","ALBERGO",4,"www.alfafierahotel.it","0444565455","info@alfafierahotel.it",True,True,True,False,True,False,False,False,"45.5303998","11.5078591","Vicenza"
3857,"HOTEL VIEST","VICENZA","Via U. Scarpelli 41, VICENZA 36100","ALBERGO",4,"www.viest.it","0444582677","info@viest.it",True,True,True,True,True,False,False,False,"45.5185624","11.602859","Vicenza"
3858,"DA PORTO HOTEL","VICENZA","Viale del Sole 142, VICENZA 36100","ALBERGO",4,"www.hoteldaporto.com","0444964848","info@hoteldaporto.com",True,True,True,True,True,False,False,False,"45.5507302","11.5127626","Vicenza"
3860,"VICTORIA","VICENZA","Strada Padana verso PD 52, VICENZA 36100","ALBERGO",4,"www.hotelvictoriavicenza.com","0444912299","info@hotelvictoriavicenza.com",True,True,True,True,False,True,False,True,"45.5296803","11.5952184154836","Vicenza"
3861,"HOTEL MARY","VICENZA","Viale Camisano 28, VICENZA 36100","ALBERGO",3,"www.hotelmaryvicenza.it.","0444300855","info@hotelmaryvicenza.it",True,True,True,False,True,False,False,False,"45.5400733","11.5834328","Vicenza"
3862,"ARIES","VICENZA","Via L. da Vinci 28, VICENZA 36100","ALBERGO",3,"www.arieshotel.it","0444239239","aries@arieshotel.it",True,True,True,True,True,False,False,False,"45.5150837","11.7072732","Vicenza"
3863,"LA TERRAZZA","VICENZA","Via A. Rossi 86, VICENZA 36100","ALBERGO",2,"www.laterrazzahotelvicenza.com","0444283428","info@laterrazzahotelvicenza.com",True,True,True,False,True,False,False,False,"45.711292","11.3498462","Vicenza"
3870,"G BOUTIQUE HOTEL","VICENZA","Viale Giuriolo 10, VICENZA 36100","ALBERGO",4,"www.gboutiquehotel.com","0444326458","booking@gboutiquehotel.com",True,True,True,False,True,False,False,False,"45.5479794","11.5499128","Vicenza"
3872,"SAN RAFFAELE","VICENZA","Viale X Giugno 10, VICENZA 36100","ALBERGO",2,"www.albergosanraffaele.it","0444545767","info@albergosanraffaele.it",True,True,True,False,False,False,False,False,"45.4992653","11.4902886","Vicenza"
3873,"DAMBROS","VICENZA","Viale Anconetta 123, VICENZA 36100","ALBERGO",1,"www.lapuglieria.jimbo.com","0444023166","barrivieravicenza@yahoo.com",True,False,False,True,False,False,False,False,"45.5694065","11.5713907","Vicenza"
3876,"KEY HOTEL","VICENZA","Viale Trissino 89, VICENZA 36100","ALBERGO",3,"www.key-hotel.it","0444505476 - 0444505478","info@key-hotel.it",True,True,True,True,True,False,False,False,"45.53284385","11.3615327203054","Vicenza"
3877,"DOMUS HOTEL ADELE","VICENZA","Via Medici 36, VICENZA 36100","ALBERGO",2,"www.hoteladele.com","0444922323 - 0444922325","info@hoteladele.com",True,True,True,True,True,False,False,False,"45.6364564","11.5588725","Vicenza"
3878,"DA PORTO (DEPANDANCE)","VICENZA","Viale del Sole 142, VICENZA 36100","ALBERGO",3,"www.hoteldaporto.com","0444964848","info@hoteldaporto.com",True,True,True,True,True,False,False,False,"45.5507302","11.5127626","Vicenza"
3879,"HOTEL DE LA VILLE","VICENZA","Viale Verona 12, VICENZA 36100","ALBERGO",4,"www.hoteldelavillevicenza.com","0444549049","info@hoteldelavillevicenza.com",True,True,True,True,True,False,False,False,"45.5428453","11.5281374","Vicenza"
3881,"VICENZA TIEPOLO HOTEL","VICENZA","Viale San Lazzaro 110, VICENZA 36100","ALBERGO",4,"","0444042930","info@vicenzatiepolohotel.it",True,True,True,True,True,False,False,False,"45.5373466","11.5142845","Vicenza"
3883,"HOTEL VILLA","VILLAVERLA","Via Roma 1, VILLAVERLA 36030","ALBERGO",3,"www.hotelvilla.net","0445350396 - 0445350397","info@hotelvilla.net",True,True,True,False,False,False,True,False,"45.64343745","11.492527386287","Vicenza"
4991,"HOTEL VILLA CA SETTE","BASSANO DEL GRAPPA","Via Cunizza da Romano 4, BASSANO DEL GRAPPA 36061","ALBERGO",4,"www.ca-sette.it","0424383350","info@ca-sette.it",True,True,True,True,True,False,False,False,"45.7791316","11.7420627","Vicenza"
28223,"DEPANDANCE MARY","VICENZA","Viale Camisano 20, VICENZA 36100","ALBERGO",2,"www.hotelmaryvicenza.it","0444300855","hotelmary@libero.it",True,True,True,False,True,False,False,False,"45.5400045","11.5830179","Vicenza"
42464,"MALGA ROSSA","MUSSOLENTE","Via degli Alpini 6, MUSSOLENTE 36065","ALBERGO",3,"www.malgarossaweb.it","0424870062","info@malgarossaweb.it",True,True,True,True,False,False,False,False,"45.787522","11.7950065","Vicenza"
44601,"B&B VILLA LATTES","VICENZA","Via Pecori Girardi 29, VICENZA 36100","BED AND BREAKFAST",0,"www.webalice.it/villa.lattes","0444885407 - 3381013831","villa.lattes@alice.it",True,True,False,False,False,False,False,False,"45.7650368","11.7217126","Vicenza"
44652,"LALBICOCCO","VICENZA","Viale SantAgostino 32, VICENZA 36100","BED AND BREAKFAST",0,"","3472550283","bbalbicocco@alice.it",True,True,False,False,False,False,False,False,"45.5357787","11.5237688","Vicenza"
44655,"SAN FORTUNATO BED & BREAKFAST","BASSANO DEL GRAPPA","Via Santi Fortunato e Lazzaro 44, BASSANO DEL GRAPPA 36061","BED AND BREAKFAST",0,"www.san-fortunato.it","0424220258 - 3288651034","gianfrancolancerin@gmail.com",True,True,False,False,False,False,False,False,"45.7548813","11.7190055","Vicenza"
45019,"LA RASTE","RECOARO TERME","Via Ragazzi del 99 1, RECOARO TERME 36076","BED AND BREAKFAST",0,"www.laraste.it","3407281356","info@laraste.it",True,False,False,False,True,False,False,False,"45.704282","11.2195915","Vicenza"
45188,"B&B AL PORTICO","MAROSTICA","Via Consagrollo 54, MAROSTICA 36063","BED AND BREAKFAST",0,"www.alportico.eu","042477836 - 3803219710","info@alportico.eu",True,False,True,False,False,False,False,False,"45.7552283","11.6551542","Vicenza"
45199,"BED & BREAKFAST LA QUIETE","BRENDOLA","Piazza del Popolo 3 Int. 2/3, BRENDOLA 36040","BED AND BREAKFAST",0,"www.bedlaquiete.it","0444588141 - 335243929","info@bedlaquiete.it",True,True,True,False,False,False,False,False,"45.4720641","11.4594868","Vicenza"
45294,"B&B DA ELEONORA","TEZZE SUL BRENTA","Via Luigi Galvani 2, TEZZE SUL BRENTA 36056","BED AND BREAKFAST",0,"www.bbdaeleonora.com","3341640175 - 0424898727","info@bbdaeleonora.com",True,False,True,False,False,True,False,False,"45.6957192","11.7073919","Vicenza"
45379,"B&B BRENTA","CARTIGLIANO","Via del Carmine 26 a, CARTIGLIANO 36050","BED AND BREAKFAST",0,"www.beb-brenta.it","0424592586 - 3392052981","info@beb-brenta.it",True,False,False,False,True,True,False,False,"45.7161458","11.6967801","Vicenza"
45387,"LA CASA DI ALICE","COGOLLO DEL CENGIO","Via G. Pascoli 6, COGOLLO DEL CENGIO 36010","BED AND BREAKFAST",0,"www.alicehouse.it","0445880195 - 3355308869 - 3386197774","info@alicehouse.it",True,True,True,False,True,False,False,False,"45.7836868","11.4271772","Vicenza"
45642,"SHANTI HOUSE","BASSANO DEL GRAPPA","Via Velo 49, BASSANO DEL GRAPPA 36061","BED AND BREAKFAST",0,"www.shantihouse.spaces.live.com","3391984004 - 3281776482","",True,False,False,False,False,False,False,False,"45.7670645","11.7468812185897","Vicenza"
45747,"B&B DA BERNO","ALTAVILLA VICENTINA","Via Monte Grappa 68, ALTAVILLA VICENTINA 36077","BED AND BREAKFAST",0,"","0444288688","enricagobbo@hotmail.comï¿½",True,True,False,False,False,False,False,False,"45.5096947","11.4912169","Vicenza"
45761,"B&B IL COMBATTENTE","GAMBUGLIANO","Via Roma 10, GAMBUGLIANO 36050","BED AND BREAKFAST",0,"","3487127565","info@ilcombattente.it",True,True,True,False,True,True,False,False,"45.5886857","11.438391","Vicenza"
46002,"B&B MAGNOLIA","BASSANO DEL GRAPPA","Via Monte Pertica 52, BASSANO DEL GRAPPA 36061","BED AND BREAKFAST",0,"","3334863132 - 0424383650","bbmagnolia2008@libero.it",True,False,False,False,False,False,False,False,"45.7766304","11.7489584","Vicenza"
46504,"CORTE DI EMMA","ARZIGNANO","Via Vignaga 37, ARZIGNANO 36071","ALBERGO",2,"www.cortediemma.it","3349218112","info@cortediemma.it",True,True,True,False,False,False,False,False,"45.5268697","11.3606747","Vicenza"
46563,"MASTRO BED & BREAKFAST","LONIGO","Via Abensberg 20, LONIGO 36045","BED AND BREAKFAST",0,"","3338164994","mastropizzaorgiano@yahoo.it",True,True,False,False,False,False,False,False,"45.373798","11.3907848","Vicenza"
46614,"AL VECCHIO ULIVO","ALTAVILLA VICENTINA","Via Torino 11, ALTAVILLA VICENTINA 36077","BED AND BREAKFAST",0,"www.alvecchioulivo.it","3481094104","info@alvecchioulivo.it",True,True,False,False,False,False,False,False,"45.512245","11.4802347","Vicenza"
46654,"LOCANDA TORRE","ISOLA VICENTINA","Via Bellavista 1, ISOLA VICENTINA 36033","ALBERGO",3,"www.locandatorre.it","0444978349","info@locandatorre.it",True,True,True,True,False,False,False,False,"45.6091132","11.4284581","Vicenza"
46699,"B&B BERICI WAY","ZOVENCEDO","Via Chiesa 8/b, ZOVENCEDO 36020","BED AND BREAKFAST",0,"www.bbbericiway.com","0444893134","info@bbbericiway.com",True,True,True,False,False,False,False,False,"45.4522447","11.4899037","Vicenza"
46747,"B&B SANTANNA","DUEVILLE","Via SantAnna 68, DUEVILLE 36031","BED AND BREAKFAST",0,"www.bedandbreakfastsantanna.com","0444591992 - 3661971732","info@bedandbreakfastsantanna.com",True,True,True,False,True,False,False,False,"45.6460567","11.5431792","Vicenza"
46850,"B&B VILLA VALERI","VICENZA","Via A. Fusinieri 66, VICENZA 36100","BED AND BREAKFAST",0,"www.villavaleri.com","3341184884","villavaleri.valeri@gmail.com",True,False,True,False,True,False,False,False,"45.5528257","11.5656423","Vicenza"
46916,"BED & BREAKFAST CLAMA UNO","ASIAGO","Via Clama 1, ASIAGO 36012","BED AND BREAKFAST",0,"www.clamauno.it","3388394987 - 3405056640","doris.rodriguez@tiscali.it",True,False,True,False,True,False,False,False,"45.8647954","11.5234563","Vicenza"
47457,"LIMBO","LONIGO","Via Madonna 100/B, LONIGO 36045","BED AND BREAKFAST",0,"","3487403880","rizza.mauro83@gmail.com",True,True,False,False,True,False,False,False,"45.3916611","11.3581571","Vicenza"
47461,"B&B TONI E CESCA","CARTIGLIANO","Via Boscaglie 2, CARTIGLIANO 36050","BED AND BREAKFAST",0,"","3408206869","jessica.anziliero@alice.it",True,False,False,False,False,True,False,False,"45.7090817","11.7041425","Vicenza"
47762,"ALL ANTICO BROLO","VICENZA","Via Saviabona 358, VICENZA 36100","BED AND BREAKFAST",0,"www.anticobrolo.com","0444507511","info@anticobrolo.com",True,True,False,False,False,False,False,False,"45.5845308","11.5662012","Vicenza"
47955,"GARNI ALBA","ROANA","Via Belmonte 45, ROANA 36010","ALBERGO",2,"www.garnialba.it","0424694042","andreapanozzo79@yahoo.it",True,False,True,False,False,False,False,False,"45.8366624","11.4261799","Vicenza"
48238,"SCHIO HOTEL","SCHIO","Via Campagnola 21/a, SCHIO 36015","ALBERGO",4,"www.schiohotel.it","0445675611","info@schiohotel.it",True,True,True,True,True,False,False,False,"45.7146321","11.3773248","Vicenza"
48471,"B&B ALLA VECCHIA STAZIONE","BARBARANO VICENTINO","Via A. Ferretto 1, BARBARANO VICENTINO 36021","BED AND BREAKFAST",0,"www.lavecchiastazionebb.com","0444886111","info@lavecchiastazionebb.com",True,True,True,False,False,False,False,False,"45.4088707","11.5476216","Vicenza"
48695,"B&B DA VIKY","MAROSTICA","Via Mantegna 12, MAROSTICA 36063","BED AND BREAKFAST",0,"www.bebdaviky.com","0424470531 - 3289727219","info@bebdaviky.com",True,True,False,False,True,False,False,False,"45.7394328","11.638783","Vicenza"
48723,"B&B BORGO CASTELLO","MAROSTICA","Via Cesare Battisti 15, MAROSTICA 36063","BED AND BREAKFAST",0,"www.borgocastello.com","3474483241 - 0424470806","info@borgocastello.com",True,True,True,False,True,False,False,False,"45.7468719","11.6553666","Vicenza"
48738,"DOLCE VITA B&B","VICENZA","Via Marani 48, VICENZA 36100","BED AND BREAKFAST",0,"","0444500022","dolcevitabed@gmail.com",True,False,True,False,True,False,False,False,"45.4863474","11.4987776","Vicenza"
49104,"BROJO HILL","LONGARE","Via Brojo 18, LONGARE 36023","BED AND BREAKFAST",0,"","0444555222 - 3484744470","info@brojohill.com",True,True,False,False,True,True,False,False,"45.4640156","11.5934434","Vicenza"
49224,"LA VILLETTA-BASSANO","CASSOLA","Via Gaidon 59, CASSOLA 36022","BED AND BREAKFAST",0,"www.lavilletta-bassano.it","3355206472","info@lavilletta-bassano.it",True,False,True,False,False,False,False,False,"45.7559605","11.7544114","Vicenza"
49277,"B&B CORNOLEO","VICENZA","Via Cornoleo 27, VICENZA 36100","BED AND BREAKFAST",0,"http://www.cornoleo.altervista.org","0444506106 - 3470869061","bbcornoleo.vicenza@hotmail.com",True,True,False,False,False,True,False,False,"45.5496205","11.5428615","Vicenza"
49474,"B&B LUXURY HOUSE","BASSANO DEL GRAPPA","Via Trieste 14, BASSANO DEL GRAPPA 36061","BED AND BREAKFAST",0,"www.luxuryhousebeb.it","3403542975","info@luxuryhousebeb.it",True,False,True,False,False,False,False,False,"45.7708509","11.7458628","Vicenza"
49486,"BENEMAX MULTISPORT ITALIA","CAMPOLONGO SUL BRENTA","Via Vialetti 110, CAMPOLONGO SUL BRENTA 36020","BED AND BREAKFAST",0,"www.benemax.biz","3931973288","benemaxmsi@hotmail.co.uk",True,False,True,False,False,False,False,False,"45.8220339","11.7082269","Vicenza"
49515,"B&B MONTECROCETTA","VICENZA","Via Pordoi 25, VICENZA 36100","BED AND BREAKFAST",0,"","0444981225 - 3282657273","beb.montecrocetta@hotmail.it",True,False,False,False,True,True,False,False,"45.562894","11.5127742","Vicenza"
49566,"B&B RELAIS MARTA","MONTEGALDA","Via Borgo 107, MONTEGALDA 36047","BED AND BREAKFAST",0,"www.relaismarta.it","3474108678","info@relaismarta.it",True,False,True,False,True,True,False,False,"45.4637072","11.6359309","Vicenza"
49971,"CASA RANIERI BARDEAU","CAMISANO VICENTINO","Via Vallalta 2, CAMISANO VICENTINO 36043","BED AND BREAKFAST",0,"www.casaranieribardeau.com","3332388206","casaranieribardeau@gmail.com",True,False,False,False,False,False,False,False,"45.5087687","11.723406","Vicenza"
49972,"B&B LA FERRATA","BREGANZE","Via San Gaetano 6/a, BREGANZE 36042","BED AND BREAKFAST",0,"www.beblaferrata.com","3395989748 - 0445873945","info@beblaferrata.com",True,True,True,False,True,True,False,False,"45.7013109","11.5875581","Vicenza"
49982,"BED & BREAKFAST LA MARTINA","AGUGLIARO","Via Madonna di Monte Berico 1, AGUGLIARO 36020","BED AND BREAKFAST",0,"www.bedandbreakfast-lamartina.it","3476942014","bedandbreakfast-lamartina@live.it",True,True,True,False,True,True,False,False,"45.3231717","11.5886604","Vicenza"
50001,"ANAIS BED & BREAKFAST","VICENZA","Via Trissino 83, VICENZA 36100","BED AND BREAKFAST",0,"www.anaisbb.com","3487295257","koleva.rada@gmail.com",True,True,False,False,False,False,False,False,"45.53284385","11.3615327203054","Vicenza"
50101,"B&B AL NUMERO 14","BASSANO DEL GRAPPA","Viale dei Martiri 14, BASSANO DEL GRAPPA 36061","BED AND BREAKFAST",0,"www.alnumero14.it","0424523744","alnumero14@gmail.com",True,False,False,False,False,False,False,False,"45.768886","11.7347171","Vicenza"
50138,"BED & BREAKFAST MAROSTICA","MAROSTICA","Via Camplani 56, MAROSTICA 36063","BED AND BREAKFAST",0,"","3392319547-042473207","info@bbmarostica.com",True,True,True,False,True,True,False,False,"45.7399266","11.6481299","Vicenza"
50167,"B&B PRUKAREN","GALLIO","Via Sisemol 8, GALLIO 36032","BED AND BREAKFAST",0,"www.prukaren.it","3471653499","welcome@prukaren.it",True,False,True,False,True,False,False,False,"45.8863737","11.5484976","Vicenza"
50199,"BED & BREAKFAST MONTE VERENA","ROANA","Via Romeo Sartori 1, ROANA 36010","BED AND BREAKFAST",0,"www.bbverena.it","3471126050 - 3498360896","info@bbverena.it",True,False,True,False,False,False,False,False,"45.8743247","11.4646688","Vicenza"
50271,"B&B CAMPO MARZIO","BASSANO DEL GRAPPA","Via Campo Marzio 58, BASSANO DEL GRAPPA 36061","BED AND BREAKFAST",0,"www.bbcampomarzio.it","0242500068 - 3381002636","campo.marzio@hotmail.it",True,False,True,False,False,False,False,False,"45.7656425","11.7322342","Vicenza"
50395,"B&B ALLA TORRE COLOMBAIA","VICENZA","Strada Bertesina 281, VICENZA 36100","BED AND BREAKFAST",0,"www.allatorrecolombaia.it","0444511476","info@allatorrecolombaia.it",True,False,False,False,False,False,False,False,"45.5578889","11.5880985","Vicenza"
