"PROVINCIA","COMUNE","LOCALITA","TIPOLOGIA","TIPOLOGIA SECONDARIA" ,"DENOMINAZIONE","INDIRIZZO","NUMERO CIVICO","INTERNO","CAP","TELEFONO","FAX","EMAIL","SITO WEB","ZONA" ,"PISCINA","PISCINA COPERTA","RISTORANTE","PARCHEGGIO","SALA CONFERENZE","ARIA CONDIZIONATA","GIOCHI BIMBI","SAUNA","SOLARIUM","FITNESS","ANIMALI AMMESSI","CENTRO STORICO","ZONA FIERA","LAGO","AEROPORTO","AUTOSTRADA","IMPIANTI RISALITA","STAZIONE FS","MARE","TERMALE","PERIFERIA","COLLINARE","INGLESE","FRANCESE","TEDESCO","SPAGNOLO","CHIUSURA TEMPORANEA" ,"CODICE IDENTIFICATIVO","DATA ULTIMA MODIFICA","CLASSIFICAZIONE"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","HOTEL SERENA CORTINA","Via Faloria","8","","32043","04362604","","info@hotelserenacortina.it","www.hotelserenacortina.it","dolomiti","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Falso",4064,"02/11/2020","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","IMPERO - (temp. chiusa) ","Via C. Battisti","66","","32043","04364246","04364248","info@hotelimperocortina.it","www.hotelimperocortina.it","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Vero","Falso","Vero","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Vero",4052,"01/09/2020",""
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","LAJADIRA","Località Riva","43","","32043","04365745","0436 868224","info@hotellajadira.it","www.hotellajadira.it","dolomiti","Vero","Vero","Vero","Vero","Falso","Falso","Falso","Vero","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",4031,"01/09/2020","4 ****"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","MAJONI","Via Roma","53","","32043","0436866945","0436866803","majoni@geturhotels.com","www.geturhotels.com","dolomiti","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Vero",4032,"05/02/2021","4 ****"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","MENARDI","Via Majon","110","","32043","04362400","0436862183","info@hotelmenardi.it","www.hotelmenardi.it","dolomiti","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Vero","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Falso",4053,"01/09/2020","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","MENARDI","Via Majon","118/A","","32043","04362400","0436862183","info@hotelmenardi.it","www.hotelmenardi.it","dolomiti","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Vero","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Falso",4054,"01/09/2020","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","MEUBLE' PICCOLO POCOL","Località Pocol","48","","32043","04362602","04362707","info@pocol.it","www.pocol.it","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",4085,"23/03/2021","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","MIRAMONTI MAJESTIC GRAND HOTEL","Via Peziè","103","","32043","04364201","0436867019","miramontimajestic@geturhotels.com","www.geturhotels.com","dolomiti","Vero","Vero","Vero","Vero","Falso","Falso","Vero","Vero","Falso","Vero","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Falso",4021,"01/09/2020","5 *****"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","MONTANA","Corso Italia","94","","32043","0436862126","04364286","montana@cortina-hotel.com","www.cortina-hotel.com","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Falso",4075,"02/11/2020","2 **"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","NATALE","Corso Italia","229","","32043","0436861210","","info@hotelnatale.it","www.hotelnatale.it","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",4056,"03/11/2020","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","NORD","Via La Vera","10","","32043","04364707","0436868164","info@nordhotelcortina.it","www.nordhotelcortina.it","dolomiti","Falso","Falso","Vero","Vero","Falso","Falso","Vero","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Falso",4076,"01/09/2020","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","OASI","Via Cantore","2","","32043","0436862019","0436879476"," info@hoteloasi.it","www.hoteloasi.it","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",4077,"29/10/2020","2 **"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","OLIMPIA","Largo delle Poste","37","","32043","04363256","0436868524","info@hotelolimpiacortina.com","www.hotelolimpiacortina.com","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Falso",4057,"02/11/2020","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","PANDA","Via Roma","64","","32043","0436860344","0436860345","info@cortinahotelpanda.it","www.cortinahotelpanda.it","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Vero",4058,"01/09/2020","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","PARC HOTEL VICTORIA","Corso Italia","1","","32043","04363246","04364734","info@hotelvictoriacortina.com","www.hotelvictoriacortina.com","dolomiti","Falso","Falso","Vero","Vero","Falso","Falso","Vero","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",4034,"01/09/2020","4 ****"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","PONTECHIESA","Via Marangoi","3","","32043","04362523","0436867343","info@hotelpontechiesa.it","www.hotelpontechiesa.it","dolomiti","Falso","Falso","Vero","Vero","Falso","Falso","Vero","Vero","Falso","Vero","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Falso",4059,"01/09/2020","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","PRINCIPE","Corso Italia","250","","32043","0436860048","0436860524","info@hotelprincipe.it","www.hotelprincipe.it","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Falso",4060,"01/09/2020","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","REGINA","Via del Castello","1","","32043","04362797","0436862147","info@hotelreginacortina.com","www.hotelreginacortina.com","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Vero","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Falso",4061,"01/09/2020","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","ROSAPETRA SPA RESORT - (temp. chiusa) ","Via Zuel di Sopra","1","","32043","0436 869062","0436 877052","info@rosapetracortina.it","www.rosapetracortina.it","dolomiti","Vero","Vero","Vero","Vero","Falso","Falso","Vero","Vero","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Vero",52733,"25/05/2021","5 *****"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","ROYAL","Via Stazione","2","","32043","0436867045","0436879273","royal.cortina@dolomiti.org","www.hotelroyalcortina.it","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Falso",4062,"03/09/2020","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Residenze turistico alberghiere","SAVOIA PALACE","via Roma","37","","32043","0436 025000","0436 020001","info@savoiapalacecortina.com","www.savoiapalacecortina.com","dolomiti","Vero","Vero","Falso","Vero","Falso","Falso","Falso","Vero","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Vero","Falso",50926,"01/09/2020","4 ****"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","SPLENDID HOTEL VENEZIA","Corso Italia","209","","32043","04365527","04365853","venezia@corahotel.it","www.corahotel.it","dolomiti","Falso","Falso","Vero","Vero","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Vero",4036,"01/09/2020","4 ****"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","SPORTING HOTEL VILLA BLU","Via Verocai","73","","32043","0436867541","0436868129","booking@hotelvillablucortina.it","www.hotelvillablucortina.it","dolomiti","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",4037,"01/09/2020","4 ****"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","TRIESTE","Via Majon","28","","32043","04362245","04362248","info@hoteltriestecortina.it","www.hoteltriestecortina.it","dolomiti","Falso","Falso","Vero","Vero","Falso","Falso","Vero","Vero","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Vero","Falso",4066,"15/04/2021","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","VILLA ALPINA","Via Roma","72","","32043","04362418","","info@villaalpina.it","www.villaalpina.it","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Falso",4083,"02/11/2020","3 *** SUPERIOR"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","VILLA GAIA","Via delle Guide","96","","32043","04362974","0436879895","info@hotelvillagaia.it","www.hotelvillagaia.it","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Vero","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso",4079,"14/12/2020","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","VILLA NEVADA","Via Ronco","64","","32043","04364778","0436875198","info@villanevadacortina.com","www.villanevadacortina.com","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Falso",4080,"02/11/2020","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","VILLA NEVE","Via B. Franchetti","18","","32043","04362228","04365505","info@hotelvillaneve.it","www.hotelvillaneve.it","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Falso",4068,"01/09/2020","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","ALBERGO","Albergo","VILLA ORETTA","Via Ronco","115","","32043","0436866741","0436875197","info@villaoretta.com","www.villaoretta.com","dolomiti","Falso","Falso","Vero","Vero","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Vero","Falso",4069,"14/04/2021","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","APPARTAMENTI VACANZE","","BORGO LV - VILLA LV01","VIA MENARDI","24","","32043","063293151","","francesca.cirulli@luxuryincortina.it","","dolomiti","Vero","Vero","Falso","Vero","Falso","Falso","Vero","Vero","Falso","Vero","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso",271605,"08/01/2021","5 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","APPARTAMENTI VACANZE","","BORGO LV - VILLA LV02","VIA MENARDI","24","","32043","063293151","","francesca.cirulli@luxuryincortina.it","","dolomiti","Vero","Vero","Falso","Vero","Falso","Falso","Vero","Vero","Falso","Vero","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso",271642,"08/01/2021","5 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","BED AND BREAKFAST","","APOLLONIO PAOLA","Via Ronco","152","","32043","0039(0)4364594","","elmoroto@libero.it","","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso",1391,"11/06/2021","3 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","BED AND BREAKFAST","","B&B ALVERA' GERHARD","Via Ronco","62","","32043","0039 345 9226846","0039 178 6084033","info@bbalvera.it","www.bbalvera.it","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Falso",49722,"11/06/2021","2 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","BED AND BREAKFAST","","B&B CALDARA SIMONETTA","Via Faloria","46/A","","32043","+39 04363381, + 39 3482668378, 337715083","+39 0436 3381","cortina@bbcaldara.com","www.bbcaldara.com","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Falso",1373,"11/06/2021","4 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","BED AND BREAKFAST","","B&B CRISTALLO","COJANA STRADA NUOVA","13","","32043","+39 0436 2434    -  +39 347 1706023","+39 0436 2434","bnbcristallo@outlook.com","","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso",61021,"14/09/2020","4 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","BED AND BREAKFAST","","B&B OLTRES","Via Campo di Sotto","70","","32043","00393465203175","","oltres@hotmail.it","www.oltres.com","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Vero","Falso",1397,"14/09/2020","3 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","BED AND BREAKFAST","","DE BIASIO VITTORIA","Via Chiave","79","","32043","+39 0436 867201 - +39 349 0072 850","","epdimai@libero.it","","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Vero","Falso","Falso",1377,"11/06/2021","2 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","BED AND BREAKFAST","","DIBONA TIZIANO","Via Manaigo","20","","32043","+39 0436 4418","","moradicortina@libero.it","","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Vero","Falso","Falso",1378,"14/09/2020","3 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","BED AND BREAKFAST","","MAJONI ELENA","Via Pecol","23","","32043","00393338977723","","elenamajoni@alice.it","","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Vero","Falso",1396,"14/09/2020","2 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","BED AND BREAKFAST","","MENARDI SISTO","Località Ronco","132","","32043","0039(0)4363004","","sisto@sunrise.it","","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Vero","Falso","Falso",1385,"22/02/2021","2 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","BED AND BREAKFAST","","STELLA ALPINA DI CALDARA STEFANELLA","VIA CHIAVE","49","","32043","0436 861593","0436 861593","info@bbstellaalpina.it","www.bbstellaalpina.it","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Falso",97942,"11/06/2021","3 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","BED AND BREAKFAST","","VILLINO MAJONI","Via Roma","49","","32043","0039(0)4365741","","info@villinomajoni.it","","dolomiti","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Falso",1381,"01/03/2021","2 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","CAMERE","","APOLLONIO CARLO CIASA LA VERA","Via La Vera","1/a","","32043","0039(0)436862131","","apocarem@gmail.com","","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Vero","Falso","Falso",593,"21/09/2020","2 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","CAMERE","","BAITA FRAINA","Via Fraina","2","","32043","0039(0)4363634","0039(0)436876235","info@baitafraina.it","www.baitafraina.it","dolomiti","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Vero","Falso","Falso",595,"21/09/2020","3 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","CAMERE","","RISTORANTE LAGO GHEDINA","Località Lago Ghedina","2","","32043","+39 0436 868056","+39 0436 876214","grsocieta@legalmail.it","","dolomiti","Falso","Falso","Vero","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Vero","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Vero","Falso",47842,"15/02/2021","2 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","CAMPEGGIO","Campeggio","CORTINA","Via Campo di Sopra","2","","32043","0039(0)436867575","0039(0)436867575","campcortina@tin.it","www.campingcortina.it","dolomiti","Vero","Falso","Vero","Vero","Falso","Falso","Vero","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Falso",2672,"10/06/2021","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","CAMPEGGIO","Campeggio","DOLOMITI","Località Sacus","1","","32043","+39 (0)436 24 85","+ 39(0)436 54 03","campeggiodolomiti@tin.it","www.campeggiodolomiti.it","dolomiti","Vero","Falso","Falso","Vero","Falso","Falso","Vero","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Falso",2674,"10/06/2021","1 *"
"BELLUNO","CORTINA D'AMPEZZO","","CAMPEGGIO","Campeggio","INTERNATIONAL CAMPING OLYMPIA","Via Fiames","1","","32043","0039(0)4365057","0039(0)4365057","info@campingolympiacortina.it","www.campingolympiacortina.it","dolomiti","Falso","Falso","Vero","Vero","Falso","Falso","Vero","Vero","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Falso",2673,"19/08/2020","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","CAMPEGGIO","Campeggio","ROCCHETTA INTERNATIONAL","Via Campo","1","","32043","0039(0)4365063","0039(0)4365063","camping@sunrise.it","www.campingrocchetta.it","dolomiti","Falso","Falso","Falso","Vero","Falso","Falso","Vero","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",2675,"21/09/2020","3 ***"
"BELLUNO","CORTINA D'AMPEZZO","","CASA PER FERIE","Casa per ferie","ORSOLINE AL FALORIA","Via Faloria","104","","32043","0039(0)4363267 - 0039(0)4363268","0039(0)436878639","omsccort@pcn.net","www.orsolinecortina.org","dolomiti","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso",2485,"26/04/2021","2 Leoni"
"BELLUNO","CORTINA D'AMPEZZO","","RIFUGIO","Rifugio alpino","ALFONSO VANDELLI","Località Sorapiss","","","32043","0039(0)43539015  3495302863","0039(0)435400547","rifugiovandelli@libero.it","www.rifugiovandelli.it","dolomiti","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",235,"30/10/2020",""
"BELLUNO","CORTINA D'AMPEZZO","","RIFUGIO","Rifugio escursionistico","ANGELO DIBONA","Località Valón de Tofana","","","32043","0039(0)436860294","0039(0)436860294","rifugiodibona@gmail.com","","dolomiti","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Falso",225,"30/10/2020",""
"BELLUNO","CORTINA D'AMPEZZO","","RIFUGIO","Rifugio alpino","BIELLA","Località Alpe di Fosses","","","32043","0039(0)436866991","","rifugiobiella@libero.it","","dolomiti","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Falso","Falso",219,"30/10/2020",""
"BELLUNO","CORTINA D'AMPEZZO","","RIFUGIO","Rifugio alpino","CAMILLO GIUSSANI","Località Forcella Fontananegra","","","32043","0039(0)4365739","0039(0)4365740","mdapoz@alice.it","www.rifugiogiussani.com","dolomiti","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Vero","Vero","Falso",222,"29/10/2020",""
"BELLUNO","CORTINA D'AMPEZZO","","RIFUGIO","Rifugio alpino","CAPANNA TONDI","Località Tónde de Faloria","","","32043","0039(0)4365775 - 00393383333585","0039(0)4365775","info@rifugiocapannatondi.it","www.rifugiocapannatondi.it","dolomiti","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Vero","Falso","Falso","Falso",228,"29/10/2020",""
"BELLUNO","CORTINA D'AMPEZZO","","RIFUGIO","Rifugio alpino","CINQUE TORRI","Località Cinque Torri","","","32043","0039(0)4362902","0039(0)4362902","info@rifugio5torri.it","","dolomiti","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Falso",224,"30/10/2020",""
"BELLUNO","CORTINA D'AMPEZZO","","RIFUGIO","Rifugio escursionistico","COL GALLINA","Passo Falzarego","2","","32043","0039(0)4362939","0039(0)4362939","info@rifugiocolgallina.com","www.dolomiti.org","dolomiti","Falso","Falso","Vero","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso",50203,"30/10/2020",""
"BELLUNO","CORTINA D'AMPEZZO","","RIFUGIO","Rifugio alpino","CRODA DA LAGO  GIANNI PALMIERI","Località Lago Federa","","","32043","0039(0)436862085","0039(0)436867387","crodadalago@dolomiti.org","www.crodadalago.it","dolomiti","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Vero","Falso","Falso",233,"30/10/2020",""
"BELLUNO","CORTINA D'AMPEZZO","","RIFUGIO","Rifugio alpino","DUCA D'AOSTA","Località Pomédes","","","32043","0039(0)4362780","0039(0)4363312","info@rifugioducadaosta.com","www.rifugioducadaosta.com","dolomiti","Falso","Falso","Vero","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Falso","Vero","Falso","Falso","Falso","Falso",230,"30/10/2020",""
